Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK;Preço Jet Fuel;Taxa de Desemprego Brasil
16/12/2016;Telégrafo;Arena;99;5423,13;14298;1,49;9.5
16/12/2016;TeleVenda;Arena;221;14869,77;33432;1,49;9.5
17/12/2016;Porta a Porta;Mindscape;643;25613,25;76456;1,49;9.5
17/12/2016;TeleVenda;Arena;1368;57116,37;205379;1,49;9.5
17/12/2016;TeleVenda;Vast;279;18325,46;13745;1,49;9.5
17/12/2016;Telégrafo;Mindscape;71;5486,81;8984;1,49;9.5
17/12/2016;TeleVenda;Mindscape;121;8458,48;15294;1,49;9.5
17/12/2016;TeleVenda;Mindscape;1200;49286,83;145880;1,49;9.5
17/12/2016;Porta a Porta;Arena;654;32369,19;96235;1,49;9.5
17/12/2016;Porta a Porta;Ellipsis;526;17710,02;28327;1,49;9.5
17/12/2016;TeleVenda;Vast;1527;49343,61;70159;1,49;9.5
17/12/2016;TeleVenda;Ellipsis;237;16733,15;14291;1,49;9.5
17/12/2016;Porta a Porta;Vast;838;22714,84;38109;1,49;9.5
17/12/2016;Telégrafo;Arena;75;4703,2;11375;1,49;9.5
17/12/2016;Telégrafo;Ellipsis;42;3389,34;2368;1,49;9.5
17/12/2016;Telégrafo;Vast;67;3054,76;2900;1,49;9.5
17/12/2016;TeleVenda;Ellipsis;1065;34308,98;59255;1,49;9.5
17/12/2016;TeleVenda;Arena;182;13776,6;28038;1,49;9.5
18/12/2016;TeleVenda;Ellipsis;1295;40560,69;73163;1,49;9.5
18/12/2016;Telégrafo;Mindscape;65;5297,45;8338;1,49;9.5
18/12/2016;TeleVenda;Mindscape;230;12426,76;23372;1,49;9.5
18/12/2016;Porta a Porta;Vast;853;23863,6;38540;1,49;9.5
18/12/2016;TeleVenda;Vast;1775;59288,69;81787;1,49;9.5
18/12/2016;TeleVenda;Vast;266;16955,56;13096;1,49;9.5
18/12/2016;Porta a Porta;Arena;599;28961,67;86918;1,49;9.5
18/12/2016;TeleVenda;Arena;190;13046,98;29995;1,49;9.5
18/12/2016;TeleVenda;Mindscape;1307;52109,76;154573;1,49;9.5
18/12/2016;Telégrafo;Vast;66;4122,25;3287;1,49;9.5
18/12/2016;TeleVenda;Arena;1434;57898,44;213773;1,49;9.5
18/12/2016;Porta a Porta;Mindscape;740;27108,16;83960;1,49;9.5
18/12/2016;Porta a Porta;Ellipsis;565;18195,37;31162;1,49;9.5
18/12/2016;TeleVenda;Ellipsis;239;15927,05;14302;1,49;9.5
18/12/2016;Telégrafo;Arena;86;6658,09;12253;1,49;9.5
18/12/2016;Telégrafo;Ellipsis;30;2070,68;1671;1,49;9.5
19/12/2016;Porta a Porta;Arena;488;21686,27;67591;1,49;9.5
19/12/2016;TeleVenda;Arena;98;5946,83;14772;1,49;9.5
19/12/2016;TeleVenda;Ellipsis;111;6565,16;6362;1,49;9.5
19/12/2016;TeleVenda;Arena;1010;30833,39;149081;1,49;9.5
19/12/2016;Telégrafo;Vast;56;3376,68;2489;1,49;9.5
19/12/2016;TeleVenda;Mindscape;178;8190,49;16990;1,49;9.5
19/12/2016;Telégrafo;Arena;64;3502,06;9264;1,49;9.5
19/12/2016;Porta a Porta;Vast;792;17318,47;38786;1,49;9.5
19/12/2016;Telégrafo;Ellipsis;27;1126,69;1507;1,49;9.5
19/12/2016;TeleVenda;Ellipsis;778;15568,16;43853;1,49;9.5
19/12/2016;TeleVenda;Vast;128;7423,55;6168;1,49;9.5
19/12/2016;TeleVenda;Vast;1012;18491,93;49307;1,49;9.5
19/12/2016;Porta a Porta;Ellipsis;505;11967,2;27116;1,49;9.5
19/12/2016;Telégrafo;Mindscape;55;3685,39;6782;1,49;9.5
19/12/2016;Porta a Porta;Mindscape;574;18809,5;65105;1,49;9.5
19/12/2016;TeleVenda;Mindscape;838;23365,76;100923;1,49;9.5
20/12/2016;Porta a Porta;Mindscape;705;22572,77;78376;1,49;9.5
20/12/2016;Telégrafo;Vast;48;2604,39;2139;1,49;9.5
20/12/2016;TeleVenda;Vast;100;5128,76;4790;1,49;9.5
20/12/2016;Telégrafo;Mindscape;50;3929,03;6965;1,49;9.5
20/12/2016;TeleVenda;Arena;731;24039,12;109245;1,49;9.5
20/12/2016;Porta a Porta;Ellipsis;631;14989,65;33288;1,49;9.5
20/12/2016;Telégrafo;Ellipsis;38;1990,54;2011;1,49;9.5
20/12/2016;TeleVenda;Arena;97;6115,46;14569;1,49;9.5
20/12/2016;TeleVenda;Mindscape;110;5243,14;10799;1,49;9.5
20/12/2016;TeleVenda;Ellipsis;712;13999,71;39920;1,49;9.5
20/12/2016;Porta a Porta;Vast;938;19692,92;45924;1,49;9.5
20/12/2016;TeleVenda;Ellipsis;74;4276,27;4390;1,49;9.5
20/12/2016;Telégrafo;Arena;67;5273,87;9709;1,49;9.5
20/12/2016;TeleVenda;Vast;949;17151,98;45535;1,49;9.5
20/12/2016;Porta a Porta;Arena;516;23024,04;73508;1,49;9.5
20/12/2016;TeleVenda;Mindscape;671;17472,03;81564;1,49;9.5
21/12/2016;TeleVenda;Mindscape;183;9719,2;19273;1,49;9.5
21/12/2016;TeleVenda;Vast;1986;59101,67;92179;1,49;9.5
21/12/2016;TeleVenda;Vast;276;18062,18;13288;1,49;9.5
21/12/2016;Telégrafo;Vast;60;2698,05;2820;1,49;9.5
21/12/2016;Porta a Porta;Vast;1120;27539,2;51742;1,49;9.5
21/12/2016;TeleVenda;Arena;1521;60807,83;227421;1,49;9.5
21/12/2016;Telégrafo;Mindscape;78;5258,07;9318;1,49;9.5
21/12/2016;TeleVenda;Ellipsis;1394;41757,09;78073;1,49;9.5
21/12/2016;TeleVenda;Mindscape;1468;53613,92;172417;1,49;9.5
21/12/2016;Porta a Porta;Ellipsis;771;23204,28;41137;1,49;9.5
21/12/2016;Telégrafo;Ellipsis;48;3008,11;3035;1,49;9.5
21/12/2016;Porta a Porta;Arena;700;33077,5;101729;1,49;9.5
21/12/2016;Porta a Porta;Mindscape;896;32248,44;103929;1,49;9.5
21/12/2016;Telégrafo;Arena;87;5725,58;12142;1,49;9.5
21/12/2016;TeleVenda;Arena;193;14158,14;30286;1,49;9.5
21/12/2016;TeleVenda;Ellipsis;265;16928,05;15751;1,49;9.5
22/12/2016;Telégrafo;Vast;67;3942,39;3061;1,49;9.5
22/12/2016;Telégrafo;Arena;84;5813,69;12488;1,49;9.5
22/12/2016;TeleVenda;Ellipsis;1205;35222,7;66638;1,49;9.5
22/12/2016;Porta a Porta;Vast;917;23720,7;40801;1,49;9.5
22/12/2016;TeleVenda;Vast;330;22590,45;16451;1,49;9.5
22/12/2016;TeleVenda;Vast;1799;53035,65;82826;1,49;9.5
22/12/2016;TeleVenda;Ellipsis;273;17958,43;15725;1,49;9.5
22/12/2016;TeleVenda;Mindscape;1338;49350,49;164529;1,49;9.5
22/12/2016;TeleVenda;Mindscape;200;12156,74;20984;1,49;9.5
22/12/2016;Telégrafo;Mindscape;55;3952,82;6869;1,49;9.5
22/12/2016;TeleVenda;Arena;1489;57670,85;219796;1,49;9.5
22/12/2016;Porta a Porta;Arena;726;33714,88;107010;1,49;9.5
22/12/2016;TeleVenda;Arena;195;14502,33;30453;1,49;9.5
22/12/2016;Porta a Porta;Mindscape;754;27325,65;87697;1,49;9.5
22/12/2016;Telégrafo;Ellipsis;43;2182,84;2541;1,49;9.5
22/12/2016;Porta a Porta;Ellipsis;648;19557,73;35279;1,49;9.5
23/12/2016;Porta a Porta;Arena;675;29915,82;97680;1,49;9.5
23/12/2016;Porta a Porta;Ellipsis;598;17567,18;32420;1,49;9.5
23/12/2016;TeleVenda;Ellipsis;1223;34924,43;69375;1,49;9.5
23/12/2016;TeleVenda;Arena;201;14121,91;30026;1,49;9.5
23/12/2016;Telégrafo;Arena;88;6445,81;12539;1,49;9.5
23/12/2016;Telégrafo;Mindscape;53;4332,9;6751;1,49;9.5
23/12/2016;Porta a Porta;Vast;885;21649,09;39909;1,49;9.5
23/12/2016;TeleVenda;Vast;305;18941,11;15023;1,49;9.5
23/12/2016;TeleVenda;Mindscape;1246;47650,66;152846;1,49;9.5
23/12/2016;TeleVenda;Ellipsis;238;15329;14209;1,49;9.5
23/12/2016;Telégrafo;Vast;49;2232,91;2227;1,49;9.5
23/12/2016;TeleVenda;Arena;1584;60319,92;233870;1,49;9.5
23/12/2016;Telégrafo;Ellipsis;35;1839,41;1857;1,49;9.5
23/12/2016;Porta a Porta;Mindscape;694;25339,62;80304;1,49;9.5
23/12/2016;TeleVenda;Mindscape;177;9604,29;18086;1,49;9.5
23/12/2016;TeleVenda;Vast;1657;46816,99;75616;1,49;9.5
24/12/2016;TeleVenda;Mindscape;1221;45615,86;144135;1,49;9.5
24/12/2016;Telégrafo;Vast;75;6644,53;3244;1,49;9.5
24/12/2016;TeleVenda;Vast;1699;46747,76;78872;1,49;9.5
24/12/2016;TeleVenda;Arena;1446;56081,09;212236;1,49;9.5
24/12/2016;TeleVenda;Mindscape;150;8867,44;16815;1,49;9.5
24/12/2016;Porta a Porta;Ellipsis;629;18221,43;34400;1,49;9.5
24/12/2016;Porta a Porta;Arena;663;30039,96;93445;1,49;9.5
24/12/2016;TeleVenda;Vast;297;17898,2;14387;1,49;9.5
24/12/2016;TeleVenda;Ellipsis;216;12684,49;13069;1,49;9.5
24/12/2016;TeleVenda;Arena;186;14147,79;29776;1,49;9.5
24/12/2016;Telégrafo;Arena;90;6840,34;12316;1,49;9.5
24/12/2016;Telégrafo;Ellipsis;62;4370,2;3538;1,49;9.5
24/12/2016;Porta a Porta;Vast;977;23020,6;46620;1,49;9.5
24/12/2016;Porta a Porta;Mindscape;698;24465,54;80830;1,49;9.5
24/12/2016;TeleVenda;Ellipsis;1229;34708,69;68691;1,49;9.5
24/12/2016;Telégrafo;Mindscape;94;9090,26;9103;1,49;9.5
25/12/2016;Porta a Porta;Arena;706;30504,42;97537;1,49;9.5
25/12/2016;TeleVenda;Arena;195;14005,25;29782;1,49;9.5
25/12/2016;Telégrafo;Vast;118;10661,92;5137;1,49;9.5
25/12/2016;TeleVenda;Ellipsis;1343;39008,32;74225;1,49;9.5
25/12/2016;Telégrafo;Mindscape;77;6264,25;9239;1,49;9.5
25/12/2016;Porta a Porta;Ellipsis;556;16382,83;29458;1,49;9.5
25/12/2016;TeleVenda;Vast;286;18072,06;13621;1,49;9.5
25/12/2016;Telégrafo;Ellipsis;62;5611,7;3479;1,49;9.5
25/12/2016;Porta a Porta;Vast;869;21519,4;40294;1,49;9.5
25/12/2016;TeleVenda;Mindscape;153;9141,23;18267;1,49;9.5
25/12/2016;TeleVenda;Arena;1587;61235,09;234021;1,49;9.5
25/12/2016;TeleVenda;Ellipsis;224;12645,79;13734;1,49;9.5
25/12/2016;TeleVenda;Mindscape;1372;53570,01;165093;1,49;9.5
25/12/2016;Porta a Porta;Mindscape;661;24283,26;76885;1,49;9.5
25/12/2016;TeleVenda;Vast;1888;52292,86;87565;1,49;9.5
25/12/2016;Telégrafo;Arena;111;9491,46;14524;1,49;9.5
26/12/2016;TeleVenda;Arena;111;6792,12;16882;1,49;9.5
26/12/2016;TeleVenda;Mindscape;89;4592,93;8877;1,49;9.5
26/12/2016;TeleVenda;Arena;1412;32495,82;209710;1,49;9.5
26/12/2016;TeleVenda;Vast;1168;15351,34;56907;1,49;9.5
26/12/2016;Porta a Porta;Arena;681;24863,18;92498;1,49;9.5
26/12/2016;Porta a Porta;Mindscape;588;17929,73;67473;1,49;9.5
26/12/2016;Telégrafo;Ellipsis;70;7143,21;3547;1,49;9.5
26/12/2016;Telégrafo;Arena;166;16874,01;25961;1,49;9.5
26/12/2016;Telégrafo;Vast;124;13870,64;5360;1,49;9.5
26/12/2016;Porta a Porta;Ellipsis;480;11608,69;26288;1,49;9.5
26/12/2016;TeleVenda;Mindscape;1085;21603,17;133652;1,49;9.5
26/12/2016;Telégrafo;Mindscape;146;26307,3;22293;1,49;9.5
26/12/2016;TeleVenda;Vast;117;6000,48;5428;1,49;9.5
26/12/2016;TeleVenda;Ellipsis;813;12699,09;47813;1,49;9.5
26/12/2016;TeleVenda;Ellipsis;97;5596,02;5849;1,49;9.5
26/12/2016;Porta a Porta;Vast;605;12122,13;28333;1,49;9.5
27/12/2016;TeleVenda;Ellipsis;78;4675,5;4545;1,49;9.5
27/12/2016;Porta a Porta;Mindscape;627;17524,63;74813;1,49;9.5
27/12/2016;Telégrafo;Ellipsis;181;31304,12;8247;1,49;9.5
27/12/2016;TeleVenda;Mindscape;52;2854,98;5898;1,49;9.5
27/12/2016;Telégrafo;Arena;95;9274,43;13691;1,49;9.5
27/12/2016;TeleVenda;Vast;100;5829,07;4463;1,49;9.5
27/12/2016;TeleVenda;Arena;80;5352,76;12534;1,49;9.5
27/12/2016;TeleVenda;Arena;907;19614,15;134343;1,49;9.5
27/12/2016;Telégrafo;Vast;161;19457,5;8935;1,49;9.5
27/12/2016;TeleVenda;Ellipsis;657;9998,35;37838;1,49;9.5
27/12/2016;Porta a Porta;Arena;601;21201,71;82463;1,49;9.5
27/12/2016;TeleVenda;Mindscape;732;13354,92;90436;1,49;9.5
27/12/2016;Telégrafo;Mindscape;52;3517,09;6845;1,49;9.5
27/12/2016;Porta a Porta;Vast;708;12235,43;34198;1,49;9.5
27/12/2016;Porta a Porta;Ellipsis;490;10703,01;26592;1,49;9.5
27/12/2016;TeleVenda;Vast;883;10657,9;42555;1,49;9.5
28/12/2016;TeleVenda;Arena;109;7464,86;16501;1,49;9.5
28/12/2016;Telégrafo;Arena;87;6108,87;12157;1,49;9.5
28/12/2016;TeleVenda;Ellipsis;759;13103,75;42833;1,49;9.5
28/12/2016;Porta a Porta;Ellipsis;525;11689,93;28730;1,49;9.5
28/12/2016;TeleVenda;Ellipsis;129;7937,72;7734;1,49;9.5
28/12/2016;Telégrafo;Vast;52;2065,2;2515;1,49;9.5
28/12/2016;Porta a Porta;Arena;567;21150,07;78045;1,49;9.5
28/12/2016;TeleVenda;Arena;977;23335,8;143040;1,49;9.5
28/12/2016;TeleVenda;Vast;1030;13034,09;51249;1,49;9.5
28/12/2016;TeleVenda;Vast;148;8588,84;6881;1,49;9.5
28/12/2016;TeleVenda;Mindscape;873;17898,37;107387;1,49;9.5
28/12/2016;Porta a Porta;Mindscape;672;19431,61;81316;1,49;9.5
28/12/2016;Telégrafo;Mindscape;51;2942,21;6459;1,49;9.5
28/12/2016;Porta a Porta;Vast;764;12798,15;37176;1,49;9.5
28/12/2016;TeleVenda;Mindscape;92;4974,69;10745;1,49;9.5
28/12/2016;Telégrafo;Ellipsis;43;2218,6;2349;1,49;9.5
29/12/2016;Porta a Porta;Arena;578;22196,74;80906;1,49;9.5
29/12/2016;Porta a Porta;Mindscape;649;17983,01;75124;1,49;9.5
29/12/2016;TeleVenda;Vast;1065;13188,72;51358;1,49;9.5
29/12/2016;Telégrafo;Vast;52;2546,19;2394;1,49;9.5
29/12/2016;Porta a Porta;Ellipsis;551;12475,78;29825;1,49;9.5
29/12/2016;TeleVenda;Ellipsis;123;7476,86;7507;1,49;9.5
29/12/2016;Telégrafo;Arena;61;3660,27;7877;1,49;9.5
29/12/2016;TeleVenda;Arena;113;7674,6;17303;1,49;9.5
29/12/2016;Telégrafo;Mindscape;52;2802,18;5280;1,49;9.5
29/12/2016;TeleVenda;Mindscape;80;4925,32;9749;1,49;9.5
29/12/2016;TeleVenda;Vast;146;9389,09;6934;1,49;9.5
29/12/2016;TeleVenda;Arena;960;23199,35;142255;1,49;9.5
29/12/2016;TeleVenda;Ellipsis;793;13544,97;44986;1,49;9.5
29/12/2016;TeleVenda;Mindscape;837;16612,5;100534;1,49;9.5
29/12/2016;Porta a Porta;Vast;800;13185,54;38841;1,49;9.5
29/12/2016;Telégrafo;Ellipsis;35;1397,31;1912;1,49;9.5
30/12/2016;Porta a Porta;Arena;762;30969,16;110790;1,49;9.5
30/12/2016;TeleVenda;Ellipsis;1202;30332,03;66301;1,49;9.5
30/12/2016;TeleVenda;Vast;249;16328,87;11879;1,49;9.5
30/12/2016;TeleVenda;Mindscape;1253;35869,5;147232;1,49;9.5
30/12/2016;Telégrafo;Vast;48;1624,6;2117;1,49;9.5
30/12/2016;TeleVenda;Vast;1642;33988,84;79345;1,49;9.5
30/12/2016;TeleVenda;Arena;1602;47212,42;243332;1,49;9.5
30/12/2016;Telégrafo;Mindscape;83;7110,02;10257;1,49;9.5
30/12/2016;Porta a Porta;Mindscape;845;25335,1;96507;1,49;9.5
30/12/2016;TeleVenda;Arena;146;10017,9;22057;1,49;9.5
30/12/2016;Telégrafo;Arena;93;5452,61;13638;1,49;9.5
30/12/2016;TeleVenda;Mindscape;159;8116,15;16521;1,49;9.5
30/12/2016;Telégrafo;Ellipsis;42;2173,64;2515;1,49;9.5
30/12/2016;Porta a Porta;Vast;1116;21629,02;51732;1,49;9.5
30/12/2016;TeleVenda;Ellipsis;242;14990,98;14083;1,49;9.5
30/12/2016;Porta a Porta;Ellipsis;784;20257,06;42030;1,49;9.5
31/12/2016;Telégrafo;Ellipsis;37;1801,11;2213;1,49;9.5
31/12/2016;Porta a Porta;Arena;775;33737,57;115695;1,49;9.5
31/12/2016;TeleVenda;Mindscape;1402;52366,28;171180;1,49;9.5
31/12/2016;TeleVenda;Arena;1669;63411,62;254174;1,49;9.5
31/12/2016;TeleVenda;Ellipsis;258;15484,43;14775;1,49;9.5
31/12/2016;TeleVenda;Mindscape;185;10714,35;19169;1,49;9.5
31/12/2016;Telégrafo;Vast;67;2495,11;3060;1,49;9.5
31/12/2016;Telégrafo;Arena;114;6072,02;16498;1,49;9.5
31/12/2016;TeleVenda;Arena;168;11647,48;25130;1,49;9.5
31/12/2016;Porta a Porta;Ellipsis;658;19222,81;35366;1,49;9.5
31/12/2016;Telégrafo;Mindscape;89;4974,96;11185;1,49;9.5
31/12/2016;Porta a Porta;Vast;1120;27000,82;51051;1,49;9.5
31/12/2016;TeleVenda;Ellipsis;1288;39374,44;72093;1,49;9.5
31/12/2016;TeleVenda;Vast;329;20714,47;16401;1,49;9.5
31/12/2016;Porta a Porta;Mindscape;824;28052,9;95587;1,49;9.5
31/12/2016;TeleVenda;Vast;1923;56493,41;87914;1,49;9.5
01/01/2017;TeleVenda;Arena;1996;74773,51;306588;1,51;10.9
01/01/2017;Porta a Porta;Ellipsis;751;22222,76;41005;1,51;10.9
01/01/2017;TeleVenda;Ellipsis;254;16026,95;14916;1,51;10.9
01/01/2017;Telégrafo;Vast;85;3245,59;4192;1,51;10.9
01/01/2017;Porta a Porta;Vast;1054;25780,92;47702;1,51;10.9
01/01/2017;Telégrafo;Ellipsis;59;3569,59;3248;1,51;10.9
01/01/2017;TeleVenda;Arena;202;13863,86;30366;1,51;10.9
01/01/2017;TeleVenda;Vast;2218;67629,1;101675;1,51;10.9
01/01/2017;Porta a Porta;Mindscape;910;30674,23;106307;1,51;10.9
01/01/2017;TeleVenda;Ellipsis;1485;46501,6;81553;1,51;10.9
01/01/2017;TeleVenda;Vast;303;17919,26;14212;1,51;10.9
01/01/2017;Telégrafo;Mindscape;90;6450,07;12270;1,51;10.9
01/01/2017;TeleVenda;Mindscape;172;10308,55;19020;1,51;10.9
01/01/2017;Telégrafo;Arena;110;6555,35;16561;1,51;10.9
01/01/2017;TeleVenda;Mindscape;1667;65855,04;204001;1,51;10.9
01/01/2017;Porta a Porta;Arena;994;39900,22;148227;1,51;10.9
02/01/2017;Telégrafo;Vast;70;2556,9;3331;1,51;10.9
02/01/2017;Telégrafo;Mindscape;59;3468,25;7840;1,51;10.9
02/01/2017;Porta a Porta;Ellipsis;842;19092,04;46472;1,51;10.9
02/01/2017;TeleVenda;Mindscape;122;5817,61;12572;1,51;10.9
02/01/2017;Porta a Porta;Vast;1164;23334,07;57840;1,51;10.9
02/01/2017;Porta a Porta;Mindscape;989;29557,64;119963;1,51;10.9
02/01/2017;TeleVenda;Arena;1659;48403,07;252273;1,51;10.9
02/01/2017;Telégrafo;Arena;100;4910,7;15883;1,51;10.9
02/01/2017;Telégrafo;Ellipsis;48;2187,04;2495;1,51;10.9
02/01/2017;TeleVenda;Mindscape;1237;31957,25;154234;1,51;10.9
02/01/2017;TeleVenda;Ellipsis;1028;20357,69;58588;1,51;10.9
02/01/2017;TeleVenda;Arena;129;7771,93;19300;1,51;10.9
02/01/2017;Porta a Porta;Arena;1118;39349,85;165250;1,51;10.9
02/01/2017;TeleVenda;Ellipsis;125;7222,06;8129;1,51;10.9
02/01/2017;TeleVenda;Vast;159;7623,33;7339;1,51;10.9
02/01/2017;TeleVenda;Vast;1304;23793,36;64494;1,51;10.9
03/01/2017;TeleVenda;Mindscape;81;3523,22;8058;1,51;10.9
03/01/2017;TeleVenda;Ellipsis;96;4537,3;5617;1,51;10.9
03/01/2017;Porta a Porta;Arena;1194;43286,96;175200;1,51;10.9
03/01/2017;Porta a Porta;Ellipsis;1138;22989,31;61451;1,51;10.9
03/01/2017;Telégrafo;Mindscape;50;2901,44;5969;1,51;10.9
03/01/2017;TeleVenda;Arena;111;5778,74;15977;1,51;10.9
03/01/2017;TeleVenda;Vast;1221;20736,16;59993;1,51;10.9
03/01/2017;TeleVenda;Ellipsis;1059;19032,21;60095;1,51;10.9
03/01/2017;Telégrafo;Vast;72;2120,41;3343;1,51;10.9
03/01/2017;Telégrafo;Ellipsis;53;2741,59;2993;1,51;10.9
03/01/2017;TeleVenda;Vast;129;7564,36;6141;1,51;10.9
03/01/2017;Telégrafo;Arena;94;6342,09;14626;1,51;10.9
03/01/2017;TeleVenda;Arena;1328;38690,9;199814;1,51;10.9
03/01/2017;TeleVenda;Mindscape;988;24159,4;119488;1,51;10.9
03/01/2017;Porta a Porta;Vast;1435;26603,4;71793;1,51;10.9
03/01/2017;Porta a Porta;Mindscape;1090;31717,53;127866;1,51;10.9
04/01/2017;TeleVenda;Mindscape;183;10733,99;20341;1,51;10.9
04/01/2017;Telégrafo;Vast;99;6975,35;4496;1,51;10.9
04/01/2017;TeleVenda;Ellipsis;1649;46329;89902;1,51;10.9
04/01/2017;TeleVenda;Vast;336;19512,76;16678;1,51;10.9
04/01/2017;Telégrafo;Mindscape;73;5449,41;9140;1,51;10.9
04/01/2017;Porta a Porta;Mindscape;1143;37753,56;133857;1,51;10.9
04/01/2017;Porta a Porta;Ellipsis;1143;29234,78;60296;1,51;10.9
04/01/2017;TeleVenda;Mindscape;1817;68063,81;222745;1,51;10.9
04/01/2017;TeleVenda;Ellipsis;271;15597,48;15791;1,51;10.9
04/01/2017;Porta a Porta;Vast;1487;35776,39;70649;1,51;10.9
04/01/2017;TeleVenda;Vast;2410;68902,55;111964;1,51;10.9
04/01/2017;Telégrafo;Ellipsis;71;4522,06;3909;1,51;10.9
04/01/2017;TeleVenda;Arena;234;14302,67;35961;1,51;10.9
04/01/2017;Porta a Porta;Arena;1195;48178,69;169972;1,51;10.9
04/01/2017;TeleVenda;Arena;2071;74296,09;307220;1,51;10.9
04/01/2017;Telégrafo;Arena;125;7442,16;18836;1,51;10.9
05/01/2017;TeleVenda;Arena;258;16155,68;38086;1,51;10.9
05/01/2017;TeleVenda;Mindscape;1717;65875,3;210392;1,51;10.9
05/01/2017;Porta a Porta;Vast;1269;33013,78;59539;1,51;10.9
05/01/2017;TeleVenda;Ellipsis;309;18187,19;18020;1,51;10.9
05/01/2017;Porta a Porta;Mindscape;959;34464,23;116688;1,51;10.9
05/01/2017;TeleVenda;Mindscape;200;10709,27;20612;1,51;10.9
05/01/2017;Telégrafo;Arena;145;7821,18;20744;1,51;10.9
05/01/2017;TeleVenda;Arena;2301;79772,27;345391;1,51;10.9
05/01/2017;TeleVenda;Vast;2213;66928,42;101896;1,51;10.9
05/01/2017;Telégrafo;Vast;76;3759,64;3468;1,51;10.9
05/01/2017;Telégrafo;Mindscape;83;5755,32;11936;1,51;10.9
05/01/2017;Porta a Porta;Arena;1322;50925,73;189331;1,51;10.9
05/01/2017;TeleVenda;Ellipsis;1460;44196,05;81158;1,51;10.9
05/01/2017;TeleVenda;Vast;355;21390,85;17546;1,51;10.9
05/01/2017;Porta a Porta;Ellipsis;825;24374,15;43649;1,51;10.9
05/01/2017;Telégrafo;Ellipsis;50;2667,18;2788;1,51;10.9
06/01/2017;Porta a Porta;Arena;965;39859,54;136250;1,51;10.9
06/01/2017;TeleVenda;Mindscape;1654;58094,95;196277;1,51;10.9
06/01/2017;Telégrafo;Arena;128;7622,83;18140;1,51;10.9
06/01/2017;Porta a Porta;Mindscape;1169;36249,06;128592;1,51;10.9
06/01/2017;TeleVenda;Vast;325;19295,19;15576;1,51;10.9
06/01/2017;TeleVenda;Arena;1946;71729,86;286641;1,51;10.9
06/01/2017;TeleVenda;Ellipsis;1518;44460,73;83970;1,51;10.9
06/01/2017;TeleVenda;Vast;2163;64681,98;100476;1,51;10.9
06/01/2017;Telégrafo;Vast;114;7643,8;5127;1,51;10.9
06/01/2017;Telégrafo;Mindscape;64;3551,1;7458;1,51;10.9
06/01/2017;Telégrafo;Ellipsis;61;3740,6;3551;1,51;10.9
06/01/2017;TeleVenda;Mindscape;181;9646,52;19474;1,51;10.9
06/01/2017;TeleVenda;Arena;245;14655,1;37607;1,51;10.9
06/01/2017;TeleVenda;Ellipsis;329;19344,55;20152;1,51;10.9
06/01/2017;Porta a Porta;Vast;1328;32587,59;63163;1,51;10.9
06/01/2017;Porta a Porta;Ellipsis;787;23191,62;41688;1,51;10.9
07/01/2017;TeleVenda;Mindscape;171;9734,1;19057;1,51;10.9
07/01/2017;Porta a Porta;Vast;1407;32548,49;67778;1,51;10.9
07/01/2017;Porta a Porta;Mindscape;1351;39984,74;143660;1,51;10.9
07/01/2017;TeleVenda;Vast;2487;71369,01;118488;1,51;10.9
07/01/2017;Porta a Porta;Arena;1167;46495,37;168862;1,51;10.9
07/01/2017;Telégrafo;Vast;101;6631,92;4722;1,51;10.9
07/01/2017;Telégrafo;Mindscape;106;4721,13;12410;1,51;10.9
07/01/2017;TeleVenda;Arena;213;14068,67;32562;1,51;10.9
07/01/2017;Telégrafo;Ellipsis;59;2804,66;3372;1,51;10.9
07/01/2017;TeleVenda;Mindscape;1863;65705,82;221022;1,51;10.9
07/01/2017;Telégrafo;Arena;149;9720,85;21183;1,51;10.9
07/01/2017;TeleVenda;Arena;1988;73393,34;294170;1,51;10.9
07/01/2017;TeleVenda;Ellipsis;1478;43331,34;82881;1,51;10.9
07/01/2017;TeleVenda;Ellipsis;279;15527,94;16078;1,51;10.9
07/01/2017;Porta a Porta;Ellipsis;884;23461,79;47037;1,51;10.9
07/01/2017;TeleVenda;Vast;320;19079,76;15538;1,51;10.9
08/01/2017;TeleVenda;Vast;341;20531,51;16322;1,51;10.9
08/01/2017;TeleVenda;Mindscape;1806;66249,26;213412;1,51;10.9
08/01/2017;TeleVenda;Ellipsis;280;17104,64;16738;1,51;10.9
08/01/2017;Porta a Porta;Ellipsis;722;22319,98;38587;1,51;10.9
08/01/2017;TeleVenda;Arena;194;12991,36;29330;1,51;10.9
08/01/2017;Telégrafo;Arena;155;10211,09;22448;1,51;10.9
08/01/2017;TeleVenda;Ellipsis;1578;45832,67;86860;1,51;10.9
08/01/2017;TeleVenda;Arena;2423;89992,82;357563;1,51;10.9
08/01/2017;Porta a Porta;Arena;1090;45401,18;157277;1,51;10.9
08/01/2017;TeleVenda;Vast;2444;67397,44;115394;1,51;10.9
08/01/2017;Porta a Porta;Mindscape;1016;33850,76;114554;1,51;10.9
08/01/2017;TeleVenda;Mindscape;178;10625,11;19879;1,51;10.9
08/01/2017;Telégrafo;Ellipsis;79;5987,16;3897;1,51;10.9
08/01/2017;Porta a Porta;Vast;1104;28211,81;53508;1,51;10.9
08/01/2017;Telégrafo;Vast;64;2839,96;3046;1,51;10.9
