Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
29/12/2016;Telégrafo;Mindscape;52;2802,18;5280
29/12/2016;TeleVenda;Mindscape;80;4925,32;9749
29/12/2016;TeleVenda;Vast;146;9389,09;6934
29/12/2016;TeleVenda;Arena;960;23199,35;142255
29/12/2016;TeleVenda;Ellipsis;793;13544,97;44986
29/12/2016;TeleVenda;Mindscape;837;16612,5;100534
29/12/2016;Porta a Porta;Vast;800;13185,54;38841
29/12/2016;Telégrafo;Ellipsis;35;1397,31;1912
30/12/2016;Porta a Porta;Arena;762;30969,16;110790
30/12/2016;TeleVenda;Ellipsis;1202;30332,03;66301
30/12/2016;TeleVenda;Vast;249;16328,87;11879
30/12/2016;TeleVenda;Mindscape;1253;35869,5;147232
30/12/2016;Telégrafo;Vast;48;1624,6;2117
30/12/2016;TeleVenda;Vast;1642;33988,84;79345
30/12/2016;TeleVenda;Arena;1602;47212,42;243332
30/12/2016;Telégrafo;Mindscape;83;7110,02;10257
30/12/2016;Porta a Porta;Mindscape;845;25335,1;96507
30/12/2016;TeleVenda;Arena;146;10017,9;22057
30/12/2016;Telégrafo;Arena;93;5452,61;13638
30/12/2016;TeleVenda;Mindscape;159;8116,15;16521
30/12/2016;Telégrafo;Ellipsis;42;2173,64;2515
30/12/2016;Porta a Porta;Vast;1116;21629,02;51732
30/12/2016;TeleVenda;Ellipsis;242;14990,98;14083
30/12/2016;Porta a Porta;Ellipsis;784;20257,06;42030
31/12/2016;Telégrafo;Ellipsis;37;1801,11;2213
31/12/2016;Porta a Porta;Arena;775;33737,57;115695
31/12/2016;TeleVenda;Mindscape;1402;52366,28;171180
31/12/2016;TeleVenda;Arena;1669;63411,62;254174
31/12/2016;TeleVenda;Ellipsis;258;15484,43;14775
31/12/2016;TeleVenda;Mindscape;185;10714,35;19169
31/12/2016;Telégrafo;Vast;67;2495,11;3060
31/12/2016;Telégrafo;Arena;114;6072,02;16498
31/12/2016;TeleVenda;Arena;168;11647,48;25130
31/12/2016;Porta a Porta;Ellipsis;658;19222,81;35366
31/12/2016;Telégrafo;Mindscape;89;4974,96;11185
31/12/2016;Porta a Porta;Vast;1120;27000,82;51051
31/12/2016;TeleVenda;Ellipsis;1288;39374,44;72093
31/12/2016;TeleVenda;Vast;329;20714,47;16401
31/12/2016;Porta a Porta;Mindscape;824;28052,9;95587
31/12/2016;TeleVenda;Vast;1923;56493,41;87914
01/01/2017;TeleVenda;Arena;1996;74773,51;306588
01/01/2017;Porta a Porta;Ellipsis;751;22222,76;41005
01/01/2017;TeleVenda;Ellipsis;254;16026,95;14916
01/01/2017;Telégrafo;Vast;85;3245,59;4192
01/01/2017;Porta a Porta;Vast;1054;25780,92;47702
01/01/2017;Telégrafo;Ellipsis;59;3569,59;3248
01/01/2017;TeleVenda;Arena;202;13863,86;30366
01/01/2017;TeleVenda;Vast;2218;67629,1;101675
01/01/2017;Porta a Porta;Mindscape;910;30674,23;106307
01/01/2017;TeleVenda;Ellipsis;1485;46501,6;81553
01/01/2017;TeleVenda;Vast;303;17919,26;14212
01/01/2017;Telégrafo;Mindscape;90;6450,07;12270
01/01/2017;TeleVenda;Mindscape;172;10308,55;19020
01/01/2017;Telégrafo;Arena;110;6555,35;16561
01/01/2017;TeleVenda;Mindscape;1667;65855,04;204001
01/01/2017;Porta a Porta;Arena;994;39900,22;148227
02/01/2017;Telégrafo;Vast;70;2556,9;3331
02/01/2017;Telégrafo;Mindscape;59;3468,25;7840
02/01/2017;Porta a Porta;Ellipsis;842;19092,04;46472
02/01/2017;TeleVenda;Mindscape;122;5817,61;12572
02/01/2017;Porta a Porta;Vast;1164;23334,07;57840
02/01/2017;Porta a Porta;Mindscape;989;29557,64;119963
02/01/2017;TeleVenda;Arena;1659;48403,07;252273
02/01/2017;Telégrafo;Arena;100;4910,7;15883
02/01/2017;Telégrafo;Ellipsis;48;2187,04;2495
02/01/2017;TeleVenda;Mindscape;1237;31957,25;154234
02/01/2017;TeleVenda;Ellipsis;1028;20357,69;58588
02/01/2017;TeleVenda;Arena;129;7771,93;19300
02/01/2017;Porta a Porta;Arena;1118;39349,85;165250
02/01/2017;TeleVenda;Ellipsis;125;7222,06;8129
02/01/2017;TeleVenda;Vast;159;7623,33;7339
02/01/2017;TeleVenda;Vast;1304;23793,36;64494
03/01/2017;TeleVenda;Mindscape;81;3523,22;8058
03/01/2017;TeleVenda;Ellipsis;96;4537,3;5617
03/01/2017;Porta a Porta;Arena;1194;43286,96;175200
03/01/2017;Porta a Porta;Ellipsis;1138;22989,31;61451
03/01/2017;Telégrafo;Mindscape;50;2901,44;5969
03/01/2017;TeleVenda;Arena;111;5778,74;15977
03/01/2017;TeleVenda;Vast;1221;20736,16;59993
03/01/2017;TeleVenda;Ellipsis;1059;19032,21;60095
03/01/2017;Telégrafo;Vast;72;2120,41;3343
03/01/2017;Telégrafo;Ellipsis;53;2741,59;2993
03/01/2017;TeleVenda;Vast;129;7564,36;6141
03/01/2017;Telégrafo;Arena;94;6342,09;14626
03/01/2017;TeleVenda;Arena;1328;38690,9;199814
03/01/2017;TeleVenda;Mindscape;988;24159,4;119488
03/01/2017;Porta a Porta;Vast;1435;26603,4;71793
03/01/2017;Porta a Porta;Mindscape;1090;31717,53;127866
04/01/2017;TeleVenda;Mindscape;183;10733,99;20341
04/01/2017;Telégrafo;Vast;99;6975,35;4496
04/01/2017;TeleVenda;Ellipsis;1649;46329;89902
04/01/2017;TeleVenda;Vast;336;19512,76;16678
04/01/2017;Telégrafo;Mindscape;73;5449,41;9140
04/01/2017;Porta a Porta;Mindscape;1143;37753,56;133857
04/01/2017;Porta a Porta;Ellipsis;1143;29234,78;60296
04/01/2017;TeleVenda;Mindscape;1817;68063,81;222745
04/01/2017;TeleVenda;Ellipsis;271;15597,48;15791
04/01/2017;Porta a Porta;Vast;1487;35776,39;70649
04/01/2017;TeleVenda;Vast;2410;68902,55;111964
04/01/2017;Telégrafo;Ellipsis;71;4522,06;3909
04/01/2017;TeleVenda;Arena;234;14302,67;35961
04/01/2017;Porta a Porta;Arena;1195;48178,69;169972
04/01/2017;TeleVenda;Arena;2071;74296,09;307220
04/01/2017;Telégrafo;Arena;125;7442,16;18836
05/01/2017;TeleVenda;Arena;258;16155,68;38086
05/01/2017;TeleVenda;Mindscape;1717;65875,3;210392
05/01/2017;Porta a Porta;Vast;1269;33013,78;59539
05/01/2017;TeleVenda;Ellipsis;309;18187,19;18020
05/01/2017;Porta a Porta;Mindscape;959;34464,23;116688
05/01/2017;TeleVenda;Mindscape;200;10709,27;20612
05/01/2017;Telégrafo;Arena;145;7821,18;20744
05/01/2017;TeleVenda;Arena;2301;79772,27;345391
05/01/2017;TeleVenda;Vast;2213;66928,42;101896
05/01/2017;Telégrafo;Vast;76;3759,64;3468
05/01/2017;Telégrafo;Mindscape;83;5755,32;11936
05/01/2017;Porta a Porta;Arena;1322;50925,73;189331
05/01/2017;TeleVenda;Ellipsis;1460;44196,05;81158
05/01/2017;TeleVenda;Vast;355;21390,85;17546
05/01/2017;Porta a Porta;Ellipsis;825;24374,15;43649
05/01/2017;Telégrafo;Ellipsis;50;2667,18;2788
06/01/2017;Porta a Porta;Arena;965;39859,54;136250
06/01/2017;TeleVenda;Mindscape;1654;58094,95;196277
06/01/2017;Telégrafo;Arena;128;7622,83;18140
06/01/2017;Porta a Porta;Mindscape;1169;36249,06;128592
06/01/2017;TeleVenda;Vast;325;19295,19;15576
06/01/2017;TeleVenda;Arena;1946;71729,86;286641
06/01/2017;TeleVenda;Ellipsis;1518;44460,73;83970
06/01/2017;TeleVenda;Vast;2163;64681,98;100476
06/01/2017;Telégrafo;Vast;114;7643,8;5127
06/01/2017;Telégrafo;Mindscape;64;3551,1;7458
06/01/2017;Telégrafo;Ellipsis;61;3740,6;3551
06/01/2017;TeleVenda;Mindscape;181;9646,52;19474
06/01/2017;TeleVenda;Arena;245;14655,1;37607
06/01/2017;TeleVenda;Ellipsis;329;19344,55;20152
06/01/2017;Porta a Porta;Vast;1328;32587,59;63163
06/01/2017;Porta a Porta;Ellipsis;787;23191,62;41688
07/01/2017;TeleVenda;Mindscape;171;9734,1;19057
07/01/2017;Porta a Porta;Vast;1407;32548,49;67778
07/01/2017;Porta a Porta;Mindscape;1351;39984,74;143660
07/01/2017;TeleVenda;Vast;2487;71369,01;118488
07/01/2017;Porta a Porta;Arena;1167;46495,37;168862
07/01/2017;Telégrafo;Vast;101;6631,92;4722
07/01/2017;Telégrafo;Mindscape;106;4721,13;12410
07/01/2017;TeleVenda;Arena;213;14068,67;32562
07/01/2017;Telégrafo;Ellipsis;59;2804,66;3372
07/01/2017;TeleVenda;Mindscape;1863;65705,82;221022
07/01/2017;Telégrafo;Arena;149;9720,85;21183
07/01/2017;TeleVenda;Arena;1988;73393,34;294170
07/01/2017;TeleVenda;Ellipsis;1478;43331,34;82881
07/01/2017;TeleVenda;Ellipsis;279;15527,94;16078
07/01/2017;Porta a Porta;Ellipsis;884;23461,79;47037
07/01/2017;TeleVenda;Vast;320;19079,76;15538
08/01/2017;TeleVenda;Vast;341;20531,51;16322
08/01/2017;TeleVenda;Mindscape;1806;66249,26;213412
08/01/2017;TeleVenda;Ellipsis;280;17104,64;16738
08/01/2017;Porta a Porta;Ellipsis;722;22319,98;38587
08/01/2017;TeleVenda;Arena;194;12991,36;29330
08/01/2017;Telégrafo;Arena;155;10211,09;22448
08/01/2017;TeleVenda;Ellipsis;1578;45832,67;86860
08/01/2017;TeleVenda;Arena;2423;89992,82;357563
08/01/2017;Porta a Porta;Arena;1090;45401,18;157277
08/01/2017;TeleVenda;Vast;2444;67397,44;115394
08/01/2017;Porta a Porta;Mindscape;1016;33850,76;114554
08/01/2017;TeleVenda;Mindscape;178;10625,11;19879
08/01/2017;Telégrafo;Ellipsis;79;5987,16;3897
08/01/2017;Porta a Porta;Vast;1104;28211,81;53508
08/01/2017;Telégrafo;Vast;64;2839,96;3046
08/01/2017;Telégrafo;Mindscape;74;4636,81;9433
09/01/2017;TeleVenda;Arena;128;7343,77;19463
09/01/2017;Telégrafo;Ellipsis;80;2610,76;4218
09/01/2017;Telégrafo;Vast;104;2633,03;5416
09/01/2017;TeleVenda;Mindscape;82;4564,98;9514
09/01/2017;Porta a Porta;Mindscape;2762;60902,05;325101
09/01/2017;Porta a Porta;Ellipsis;1813;31636,73;96515
09/01/2017;TeleVenda;Vast;4191;44929,42;209750
09/01/2017;TeleVenda;Ellipsis;122;6347,42;7407
09/01/2017;Porta a Porta;Vast;2930;43787,35;143147
09/01/2017;TeleVenda;Ellipsis;2651;33750,76;152788
09/01/2017;Telégrafo;Arena;163;9389,27;23118
09/01/2017;Telégrafo;Mindscape;117;4720,24;15282
09/01/2017;Porta a Porta;Arena;2493;82137,89;349558
09/01/2017;TeleVenda;Vast;154;8154,97;7252
09/01/2017;TeleVenda;Arena;4705;97582,17;695824
09/01/2017;TeleVenda;Mindscape;3752;60661,91;459153
10/01/2017;TeleVenda;Mindscape;103;5247,7;11501
10/01/2017;Porta a Porta;Arena;2602;83078,25;359049
10/01/2017;TeleVenda;Vast;3493;37451,62;174054
10/01/2017;Telégrafo;Mindscape;55;2440,49;6771
10/01/2017;TeleVenda;Mindscape;2731;43889,6;332937
10/01/2017;Telégrafo;Ellipsis;61;2636,31;3492
10/01/2017;Telégrafo;Vast;71;2315,01;3520
10/01/2017;Porta a Porta;Ellipsis;2189;38551,57;117767
10/01/2017;Porta a Porta;Vast;3077;47023,06;153281
10/01/2017;Telégrafo;Arena;94;4537,04;13595
10/01/2017;TeleVenda;Ellipsis;108;5575,82;6282
10/01/2017;Porta a Porta;Mindscape;2715;62218,64;335449
10/01/2017;TeleVenda;Arena;111;5998,1;16598
10/01/2017;TeleVenda;Arena;3563;72523,52;520355
10/01/2017;TeleVenda;Ellipsis;2360;29927,53;133519
10/01/2017;TeleVenda;Vast;127;6012,25;6003
11/01/2017;Porta a Porta;Vast;2514;48143,87;124216
11/01/2017;TeleVenda;Mindscape;3311;93385,21;404981
11/01/2017;TeleVenda;Ellipsis;323;19601,81;19415
11/01/2017;Telégrafo;Ellipsis;53;1953,15;2990
11/01/2017;TeleVenda;Arena;4026;121142,26;600698
11/01/2017;TeleVenda;Mindscape;212;12387,68;23071
11/01/2017;Porta a Porta;Mindscape;2189;59918,83;259932
11/01/2017;Porta a Porta;Ellipsis;1765;37600,7;93905
11/01/2017;TeleVenda;Arena;232;17354,15;35723
11/01/2017;TeleVenda;Ellipsis;2697;60758,26;150054
11/01/2017;Telégrafo;Vast;70;2326,16;3475
11/01/2017;Telégrafo;Mindscape;83;4147,08;11523
11/01/2017;TeleVenda;Vast;4038;84880,75;194173
11/01/2017;Telégrafo;Arena;144;6705,77;20706
11/01/2017;TeleVenda;Vast;373;24137,35;18502
11/01/2017;Porta a Porta;Arena;2268;80311,51;320856
12/01/2017;TeleVenda;Arena;1992;75712,51;292278
12/01/2017;TeleVenda;Ellipsis;1605;47231,84;87942
12/01/2017;Telégrafo;Vast;82;3018,74;4217
12/01/2017;TeleVenda;Mindscape;1767;67164,14;210586
12/01/2017;Porta a Porta;Ellipsis;751;22501,05;39574
12/01/2017;Telégrafo;Arena;134;7767,52;19743
12/01/2017;TeleVenda;Vast;2245;61336,22;106813
12/01/2017;Porta a Porta;Vast;984;25998,21;47363
12/01/2017;TeleVenda;Ellipsis;263;15456,87;15914
12/01/2017;TeleVenda;Vast;303;18259,66;14797
12/01/2017;TeleVenda;Arena;206;14728,64;31734
12/01/2017;Porta a Porta;Arena;1016;42238,71;145128
12/01/2017;Telégrafo;Ellipsis;56;2889,15;2954
12/01/2017;TeleVenda;Mindscape;156;8585,24;17057
12/01/2017;Porta a Porta;Mindscape;871;31151,55;103371
12/01/2017;Telégrafo;Mindscape;76;4761,78;9292
13/01/2017;TeleVenda;Arena;1977;75457,01;288404
13/01/2017;Telégrafo;Vast;60;2533,37;2949
13/01/2017;TeleVenda;Ellipsis;278;16851,79;16042
13/01/2017;TeleVenda;Mindscape;1621;62873,75;194787
13/01/2017;TeleVenda;Arena;202;13562,92;30406
13/01/2017;TeleVenda;Mindscape;159;9232,93;17555
13/01/2017;TeleVenda;Vast;2193;62781,11;102219
13/01/2017;TeleVenda;Ellipsis;1505;43463,43;82836
13/01/2017;Porta a Porta;Arena;999;41136,42;138497
13/01/2017;Porta a Porta;Ellipsis;674;21169,41;35622
13/01/2017;Telégrafo;Ellipsis;48;2140,86;2882
13/01/2017;Porta a Porta;Mindscape;869;30068,03;100773
13/01/2017;Telégrafo;Mindscape;66;4702,25;8282
13/01/2017;TeleVenda;Vast;296;17626,07;14741
13/01/2017;Porta a Porta;Vast;883;23977,49;42880
13/01/2017;Telégrafo;Arena;115;7006,49;16303
14/01/2017;Porta a Porta;Arena;794;33707,46;112983
14/01/2017;TeleVenda;Arena;171;12556,52;25803
14/01/2017;TeleVenda;Arena;1835;69419,21;267814
14/01/2017;Telégrafo;Vast;61;3959,17;2715
14/01/2017;TeleVenda;Mindscape;1606;61906,2;190284
14/01/2017;Porta a Porta;Vast;630;20927,01;29675
14/01/2017;TeleVenda;Vast;2046;56543,88;95340
14/01/2017;Telégrafo;Ellipsis;57;4460,69;3025
14/01/2017;Telégrafo;Mindscape;77;5695,25;10704
14/01/2017;Porta a Porta;Ellipsis;475;16910,97;25352
14/01/2017;TeleVenda;Ellipsis;1425;42968,39;78256
14/01/2017;Porta a Porta;Mindscape;635;25242,01;72181
14/01/2017;TeleVenda;Vast;280;18941,2;13493
14/01/2017;TeleVenda;Mindscape;155;10305,99;17392
14/01/2017;Telégrafo;Arena;112;7396,4;16423
14/01/2017;TeleVenda;Ellipsis;247;16911,66;15065
15/01/2017;TeleVenda;Ellipsis;190;12208,55;11195
15/01/2017;Porta a Porta;Ellipsis;369;13851,89;19829
15/01/2017;TeleVenda;Mindscape;122;7253,36;13802
15/01/2017;Telégrafo;Arena;91;4523,63;12971
15/01/2017;Telégrafo;Mindscape;48;3506,58;5888
15/01/2017;TeleVenda;Vast;1609;50185,15;76953
15/01/2017;TeleVenda;Arena;146;9679,99;22291
15/01/2017;Porta a Porta;Mindscape;487;20980,74;57766
15/01/2017;TeleVenda;Arena;1501;61442,81;219381
15/01/2017;Telégrafo;Vast;51;3692,31;2463
15/01/2017;TeleVenda;Ellipsis;1187;42262,68;65804
15/01/2017;Telégrafo;Ellipsis;43;2556,76;2554
15/01/2017;TeleVenda;Vast;188;11206,49;8826
15/01/2017;Porta a Porta;Vast;505;16815,9;23984
15/01/2017;TeleVenda;Mindscape;1281;56802,91;155477
15/01/2017;Porta a Porta;Arena;576;26519,5;79144
16/01/2017;TeleVenda;Vast;894;19561,87;42902
16/01/2017;Porta a Porta;Arena;534;23098,75;75409
16/01/2017;TeleVenda;Vast;132;7423,55;6138
16/01/2017;Telégrafo;Vast;58;2621,33;2783
16/01/2017;TeleVenda;Ellipsis;672;15291,56;37317
16/01/2017;Telégrafo;Mindscape;63;4985,97;7821
16/01/2017;TeleVenda;Mindscape;773;22831,75;97086
16/01/2017;TeleVenda;Ellipsis;110;7275,9;6777
16/01/2017;Porta a Porta;Vast;428;12393,75;21518
16/01/2017;Porta a Porta;Ellipsis;303;9756,93;16384
16/01/2017;Telégrafo;Arena;84;4775,19;12513
16/01/2017;Porta a Porta;Mindscape;437;16787,49;54758
16/01/2017;TeleVenda;Mindscape;92;5528,99;10347
16/01/2017;TeleVenda;Arena;97;6332,78;14146
16/01/2017;Telégrafo;Ellipsis;34;1767,26;1894
16/01/2017;TeleVenda;Arena;1040;34956,09;153715
17/01/2017;Telégrafo;Mindscape;48;4759,83;6812
17/01/2017;Porta a Porta;Mindscape;606;20556,22;73374
17/01/2017;TeleVenda;Mindscape;774;21931,28;97348
17/01/2017;TeleVenda;Ellipsis;718;16164,09;39496
17/01/2017;TeleVenda;Arena;94;5341,93;13639
17/01/2017;Telégrafo;Ellipsis;31;1706,69;1776
17/01/2017;Porta a Porta;Ellipsis;479;13977,28;25292
17/01/2017;TeleVenda;Arena;904;29477,01;132554
17/01/2017;TeleVenda;Vast;900;18184,08;43674
17/01/2017;Porta a Porta;Vast;659;17145,81;32416
17/01/2017;Porta a Porta;Arena;600;25464,05;84259
17/01/2017;TeleVenda;Mindscape;75;4192,8;7958
17/01/2017;Telégrafo;Arena;70;6288,57;9732
17/01/2017;Telégrafo;Vast;53;2660,41;2468
17/01/2017;TeleVenda;Ellipsis;92;4811,58;5265
17/01/2017;TeleVenda;Vast;94;4804,2;4408
18/01/2017;TeleVenda;Arena;196;13499,6;29912
18/01/2017;Porta a Porta;Vast;922;28451,86;44595
18/01/2017;Porta a Porta;Mindscape;883;34366,96;106274
18/01/2017;Telégrafo;Mindscape;67;3693,72;8861
18/01/2017;TeleVenda;Ellipsis;1759;56453,22;95707
18/01/2017;TeleVenda;Vast;2684;90796,13;124630
18/01/2017;Telégrafo;Arena;118;6379,2;16752
18/01/2017;TeleVenda;Mindscape;1835;79096,07;217811
18/01/2017;TeleVenda;Mindscape;152;9886,5;17449
18/01/2017;Telégrafo;Vast;64;2575,46;3179
18/01/2017;Porta a Porta;Ellipsis;657;23127,63;34779
18/01/2017;Telégrafo;Ellipsis;53;2344,26;2810
18/01/2017;TeleVenda;Vast;296;19303,45;13996
18/01/2017;Porta a Porta;Arena;782;34518,88;108891
18/01/2017;TeleVenda;Ellipsis;270;16457,08;16171
18/01/2017;TeleVenda;Arena;1964;80322,39;285114
19/01/2017;TeleVenda;Ellipsis;272;18440,12;16223
19/01/2017;TeleVenda;Mindscape;137;9134,65;15963
19/01/2017;TeleVenda;Mindscape;1514;65327,16;185196
19/01/2017;Porta a Porta;Mindscape;882;33053,18;103089
19/01/2017;Telégrafo;Arena;99;5256,81;14489
19/01/2017;TeleVenda;Arena;211;14949,29;31688
19/01/2017;Telégrafo;Ellipsis;42;2062,24;2230
19/01/2017;TeleVenda;Ellipsis;1342;43581,24;72503
19/01/2017;Porta a Porta;Ellipsis;664;22109,89;35007
19/01/2017;TeleVenda;Vast;246;15932,22;12145
19/01/2017;TeleVenda;Arena;1672;68303,78;250129
19/01/2017;Porta a Porta;Vast;867;27308,22;42265
19/01/2017;TeleVenda;Vast;1929;68347,17;89531
19/01/2017;Porta a Porta;Arena;860;38465,35;126269
19/01/2017;Telégrafo;Vast;59;2280,73;3049
19/01/2017;Telégrafo;Mindscape;71;4208,69;10490
20/01/2017;TeleVenda;Ellipsis;268;17086,01;16249
20/01/2017;TeleVenda;Arena;1767;69380,5;266909
20/01/2017;Telégrafo;Mindscape;70;4479,84;9327
20/01/2017;Porta a Porta;Ellipsis;702;22324,46;38100
20/01/2017;Porta a Porta;Mindscape;927;35234,57;110014
20/01/2017;TeleVenda;Vast;2103;73704,46;100068
20/01/2017;TeleVenda;Mindscape;147;8865,06;16322
20/01/2017;TeleVenda;Mindscape;1682;69399,98;203545
20/01/2017;Telégrafo;Arena;101;5677,59;14583
20/01/2017;Porta a Porta;Arena;808;36042,35;118075
20/01/2017;Telégrafo;Vast;74;4293,7;3439
20/01/2017;TeleVenda;Arena;175;13102,07;26187
20/01/2017;Porta a Porta;Vast;955;29058,17;47755
20/01/2017;TeleVenda;Vast;275;19010,95;13920
20/01/2017;TeleVenda;Ellipsis;1496;47041,18;83178
20/01/2017;Telégrafo;Ellipsis;60;2863,37;3477
21/01/2017;Porta a Porta;Mindscape;817;30405,03;95113
21/01/2017;Telégrafo;Arena;109;6379,89;15409
21/01/2017;TeleVenda;Arena;1623;65691,99;243644
21/01/2017;Porta a Porta;Arena;746;33565,55;109700
21/01/2017;Telégrafo;Vast;64;2732,75;3144
21/01/2017;Porta a Porta;Vast;840;25838,54;41958
21/01/2017;TeleVenda;Ellipsis;1404;42777,86;77876
21/01/2017;TeleVenda;Vast;1910;64119,35;89684
21/01/2017;Telégrafo;Ellipsis;41;1878,98;2351
21/01/2017;TeleVenda;Arena;187;13315,28;28550
21/01/2017;TeleVenda;Ellipsis;212;13610,19;12793
21/01/2017;TeleVenda;Mindscape;150;10519,31;17785
21/01/2017;Porta a Porta;Ellipsis;664;21590;36300
21/01/2017;Telégrafo;Mindscape;61;3680,56;7701
21/01/2017;TeleVenda;Vast;260;18069,31;12995
21/01/2017;TeleVenda;Mindscape;1525;63138,41;181878
22/01/2017;TeleVenda;Arena;1986;79266,88;303370
22/01/2017;Porta a Porta;Arena;925;38927,16;141479
22/01/2017;TeleVenda;Vast;246;17358,77;11885
22/01/2017;Porta a Porta;Ellipsis;636;20063,68;35053
22/01/2017;Porta a Porta;Mindscape;688;26764,88;82744
22/01/2017;TeleVenda;Arena;183;14721,34;27421
22/01/2017;Telégrafo;Ellipsis;48;2632,38;2866
22/01/2017;Telégrafo;Vast;62;4086,98;3015
22/01/2017;TeleVenda;Ellipsis;1534;49885,16;85311
22/01/2017;TeleVenda;Mindscape;118;8516,48;14087
22/01/2017;TeleVenda;Mindscape;1536;68966,16;186486
22/01/2017;TeleVenda;Ellipsis;218;13638,39;13588
22/01/2017;Telégrafo;Arena;121;6401,97;18023
22/01/2017;Porta a Porta;Vast;781;24190,45;37704
22/01/2017;TeleVenda;Vast;2092;76993,9;97717
22/01/2017;Telégrafo;Mindscape;58;3842,73;6932
23/01/2017;TeleVenda;Arena;1849;56125,42;286146
23/01/2017;TeleVenda;Ellipsis;993;21867,9;56631
23/01/2017;Porta a Porta;Arena;1771;60304,43;266498
23/01/2017;Porta a Porta;Mindscape;743;23790,08;83771
23/01/2017;TeleVenda;Vast;100;5611,83;4710
23/01/2017;TeleVenda;Mindscape;914;26408,85;111619
23/01/2017;Porta a Porta;Vast;784;18026,51;38101
23/01/2017;Telégrafo;Ellipsis;45;1657,72;2495
23/01/2017;Telégrafo;Vast;66;2380,37;3066
23/01/2017;Porta a Porta;Ellipsis;703;17602,32;38715
23/01/2017;TeleVenda;Vast;1035;20934,07;50717
23/01/2017;TeleVenda;Ellipsis;105;5706,61;6593
23/01/2017;Telégrafo;Mindscape;59;4410,3;8910
23/01/2017;TeleVenda;Arena;116;7803,41;16601
23/01/2017;TeleVenda;Mindscape;81;4346,77;8944
23/01/2017;Telégrafo;Arena;182;8623,65;27269
24/01/2017;TeleVenda;Vast;948;18386,76;45074
24/01/2017;TeleVenda;Mindscape;58;3502,08;6362
24/01/2017;Porta a Porta;Ellipsis;813;20404;44077
24/01/2017;Porta a Porta;Mindscape;825;25973,03;95385
24/01/2017;TeleVenda;Arena;96;5752,9;14009
24/01/2017;TeleVenda;Mindscape;794;21028,66;98409
24/01/2017;TeleVenda;Ellipsis;892;18606,68;49895
24/01/2017;TeleVenda;Vast;98;5802,47;4601
24/01/2017;Porta a Porta;Vast;886;20975,75;43750
24/01/2017;TeleVenda;Arena;1302;38620,89;195723
24/01/2017;Telégrafo;Arena;111;5604,39;17238
24/01/2017;Telégrafo;Ellipsis;41;1869,66;2480
24/01/2017;TeleVenda;Ellipsis;78;3994,15;4642
24/01/2017;Porta a Porta;Arena;1454;51562,37;216770
24/01/2017;Telégrafo;Vast;51;1922,33;2491
24/01/2017;Telégrafo;Mindscape;40;1982,48;5439
25/01/2017;Telégrafo;Vast;69;4457,5;3199
25/01/2017;TeleVenda;Arena;203;14312,05;29980
25/01/2017;Porta a Porta;Arena;1030;42719,24;149474
25/01/2017;TeleVenda;Arena;1862;72989,68;277070
25/01/2017;TeleVenda;Vast;2240;75394,48;107484
25/01/2017;TeleVenda;Ellipsis;259;16868,79;15214
25/01/2017;TeleVenda;Ellipsis;1613;47984,98;87760
25/01/2017;TeleVenda;Mindscape;1670;69253,36;198465
25/01/2017;Telégrafo;Mindscape;92;5333,65;10871
25/01/2017;Porta a Porta;Ellipsis;942;27485,42;51122
25/01/2017;Telégrafo;Arena;107;5759,03;16133
25/01/2017;TeleVenda;Vast;280;19304,46;13746
25/01/2017;Telégrafo;Ellipsis;57;2994,48;3316
25/01/2017;Porta a Porta;Mindscape;989;36556,39;115598
25/01/2017;TeleVenda;Mindscape;148;9343,58;17083
25/01/2017;Porta a Porta;Vast;1092;31680,15;54279
26/01/2017;Telégrafo;Mindscape;71;4851,6;9283
26/01/2017;TeleVenda;Ellipsis;1549;48576,79;84674
26/01/2017;Telégrafo;Vast;59;2733,7;2849
26/01/2017;TeleVenda;Vast;266;17608,3;13336
26/01/2017;TeleVenda;Mindscape;1591;67336,93;188546
26/01/2017;TeleVenda;Arena;1720;67177,59;250746
26/01/2017;TeleVenda;Vast;2185;75756,98;102905
26/01/2017;TeleVenda;Mindscape;145;9538,2;15930
26/01/2017;TeleVenda;Ellipsis;277;18451,46;16382
26/01/2017;Porta a Porta;Ellipsis;659;20912,06;36340
26/01/2017;Porta a Porta;Arena;757;34120,02;106168
26/01/2017;Telégrafo;Arena;114;6089,96;16505
26/01/2017;Porta a Porta;Vast;998;30422,47;47956
26/01/2017;Porta a Porta;Mindscape;842;31952,63;98899
26/01/2017;TeleVenda;Arena;181;13726,17;27042
26/01/2017;Telégrafo;Ellipsis;55;3007,5;3348
27/01/2017;TeleVenda;Vast;251;15232,24;12430
27/01/2017;TeleVenda;Ellipsis;248;15812,57;15193
27/01/2017;Telégrafo;Vast;80;3751,96;3814
27/01/2017;TeleVenda;Mindscape;1761;76492,85;211147
27/01/2017;Porta a Porta;Mindscape;864;33535,52;102735
27/01/2017;TeleVenda;Vast;2382;80510,37;113440
27/01/2017;Telégrafo;Mindscape;79;5621,46;9843
27/01/2017;Porta a Porta;Ellipsis;706;21687,27;37211
27/01/2017;Telégrafo;Ellipsis;59;3070,46;3524
27/01/2017;TeleVenda;Mindscape;164;9755,2;18182
27/01/2017;Porta a Porta;Arena;810;37296,64;114438
27/01/2017;Telégrafo;Arena;146;7901,43;18762
